country, year, total_exports, eci, neci, Fc, logFc, Xcn, pci_cm, npci_cm, Qp_cm
tgo, 1969, 64153000.000000, -1.360646, -1.602756, -0.452223, -1.423663, 0.015811, 47.949262, 43.962693, 31.927658
tgo, 1970, 68186000.000000, -1.072254, -1.635702, -0.481081, -1.114891, 0.018108, 44.656161, 41.288219, 34.062420
tgo, 1971, 68380000.000000, -0.651600, -1.092214, -0.477275, -0.733534, 0.037607, 46.244283, 41.404434, 31.529797
tgo, 1972, 64674000.000000, -0.533978, -1.083036, -0.471236, -0.582543, 0.034425, 47.823255, 42.073751, 27.589112
tgo, 1973, 79698000.000000, -0.462118, -1.132347, -0.482307, -0.573146, 0.032049, 42.895514, 36.818231, 28.557393
tgo, 1974, 218375000.000000, -0.765912, -1.328132, -0.522013, -0.690622, 0.026622, 32.552380, 29.294095, 20.735222
tgo, 1975, 162094000.000000, -0.549275, -1.244618, -0.564739, -0.656055, 0.030278, 31.513298, 28.072541, 25.728450
tgo, 1976, 164034000.000000, -0.861637, -1.181643, -0.628207, -0.851411, 0.028594, 29.184313, 25.842510, 21.799531
tgo, 1977, 201939000.000000, -0.911725, -1.104341, -0.642676, -0.770488, 0.030577, 27.459035, 23.583263, 21.167220
tgo, 1978, 212998000.000000, -1.192827, -1.164689, -0.629320, -1.122698, 0.026528, 19.406423, 16.932113, 7.540984
tgo, 1979, 268034000.000000, -1.010497, -1.504663, -0.622405, -1.101262, 0.020615, 20.121038, 17.338751, 11.423521
tgo, 1980, 342357000.000000, -1.310435, -1.813794, -0.649533, -1.405272, 0.015182, 20.440195, 17.610531, 14.978862
tgo, 1981, 301320000.000000, -1.267524, -1.926968, -0.649880, -1.131014, 0.016354, 19.058558, 16.372979, 9.847735
tgo, 1982, 229049000.000000, -1.579015, -2.001267, -0.675182, -1.534554, 0.013824, 20.391062, 17.467232, 14.618431
tgo, 1983, 223314000.000000, -1.635954, -1.893612, -0.660381, -1.432164, 0.013830, 20.123208, 17.657895, 13.308975
tgo, 1984, 163404515.000000, -1.507141, -2.039778, -0.596583, -1.522151, 0.007158, 19.090977, 16.838752, 10.941252
tgo, 1985, 152564205.000000, -1.583605, -1.919936, -0.569238, -1.578490, 0.008397, 19.111251, 16.949066, 11.143262
tgo, 1986, 211231941.000000, -1.376417, -1.950649, -0.538402, -1.340262, 0.010615, 31.648779, 28.115181, 17.230341
tgo, 1987, 181129716.000000, -1.400659, -2.050992, -0.570318, -0.588575, 0.012563, 31.101685, 26.311751, 20.031062
tgo, 1988, 220052985.000000, -1.479513, -1.848222, -0.587736, -1.127955, 0.014552, 33.009197, 28.339843, 24.216768
tgo, 1989, 228094508.000000, -1.422533, -1.812951, -0.599190, -0.958085, 0.013561, 33.454787, 28.782422, 25.770716
tgo, 1990, 195596806.000000, -1.305547, -1.844070, -0.638596, -1.113067, 0.011175, 33.892929, 28.907489, 25.140395
tgo, 1991, 197346216.000000, -0.747790, -1.336321, -0.614575, -0.556592, 0.020234, 34.184832, 29.612255, 23.524339
tgo, 1992, 148016200.000000, -0.852755, -1.299549, -0.630550, -0.583742, 0.028442, 39.166727, 35.646662, 29.458145
tgo, 1993, 105859605.000000, -0.753930, -1.346049, -0.648263, -0.542367, 0.025492, 41.412916, 36.976515, 34.356868
tgo, 1994, 167780926.000000, -1.284265, -1.934123, -0.726618, -1.073814, 0.010437, 43.285690, 39.305014, 37.548521
tgo, 1995, 222393602.000000, -1.376996, -2.043006, -0.733737, -1.133610, 0.008128, 44.957987, 41.041689, 39.090730
tgo, 1996, 220015501.000000, -1.311352, -1.935052, -0.755537, -1.046554, 0.010878, 44.125704, 40.124141, 39.453754
tgo, 1997, 220674445.000000, -1.123663, -1.909700, -0.764868, -0.957826, 0.012664, 45.329594, 40.907950, 41.607342
tgo, 1998, 220674445.000000, -0.993679, -1.770981, -0.746686, -0.836121, 0.013132, 43.894729, 41.596359, 38.993528
tgo, 1999, 211163546.000000, -1.230140, -1.837581, -0.774680, -1.040550, 0.012261, 42.606508, 39.768572, 38.586134
tgo, 2000, 165214883.000000, -0.983632, -1.622804, -0.720388, -0.711554, 0.016291, 48.403813, 45.080576, 42.286558
tgo, 2001, 265612591.000000, -0.560002, -0.970166, -0.682558, -0.547211, 0.043513, 47.347155, 44.733206, 41.742603
tgo, 2002, 206896004.000000, -0.471307, -1.009440, -0.639755, -0.393093, 0.037335, 44.932476, 43.105117, 37.291114
tgo, 2003, 508980022.000000, -0.676074, -0.933092, -0.664804, -0.453753, 0.048860, 40.566087, 38.194796, 36.489294
tgo, 2004, 332855786.000000, -0.758799, -1.244105, -0.695095, -0.572271, 0.030685, 40.315664, 36.619738, 34.491017
tgo, 2005, 470138112.000000, -0.856163, -1.178817, -0.705744, -0.560102, 0.033349, 38.892402, 36.344665, 33.116009
tgo, 2006, 430907224.000000, -0.931563, -1.220168, -0.709213, -0.466980, 0.027375, 38.346081, 34.314421, 31.460244
tgo, 2007, 914989677.000000, -0.895164, -1.138227, -0.726812, -0.461954, 0.040680, 38.622580, 34.008096, 36.201801
tgo, 2008, 1655323931.000000, -0.707087, -1.264384, -0.759255, -0.513793, 0.054868, 42.793490, 38.060738, 37.170646
tgo, 2009, 755101187.000000, -0.825125, -1.465043, -0.825320, -0.714106, 0.054308, 44.343818, 38.258255, 37.809073
tgo, 2010, 838487028.000000, -0.965744, -1.701028, -0.830990, -0.736536, 0.041230, 42.604636, 37.296440, 37.007332
tgo, 2011, 865542749.000000, -0.837184, -1.300989, -0.758251, -0.487359, 0.025976, 40.238105, 35.079786, 36.370507
tgo, 2012, 900406593.000000, -0.778208, -0.987933, -0.712815, -0.388251, 0.035157, 38.354674, 33.073718, 31.382900
tgo, 2013, 1002253152.000000, -0.671987, -1.142513, -0.675788, -0.166380, 0.030002, 15.293328, 12.813791, 13.538653
tgo, 2014, 803811334.000000, -0.462205, -1.260508, -0.643865, -0.150321, 0.029289, 16.470036, 15.280728, 7.794733
tha, 1962, 479902000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tha, 1963, 486397000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tha, 1964, 603957000.000000, -0.901017, -0.849296, -0.403315, -0.581376, 0.673164, 37.274458, 34.696741, 26.446447
tha, 1965, 651981000.000000, -0.968943, -0.833269, -0.398628, -0.570687, 0.797486, 35.888466, 33.666478, 24.480145
tha, 1966, 761556000.000000, -0.974265, -0.861308, -0.417202, -0.498133, 0.872815, 29.644072, 28.856369, 32.386010
tha, 1967, 696926000.000000, -1.027222, -0.827152, -0.446657, -0.578896, 0.888142, 28.890870, 27.984992, 32.384655
tha, 1968, 739580000.000000, -0.870876, -0.741674, -0.445346, -0.661353, 0.877000, 29.643415, 27.747588, 22.111847
tha, 1969, 719439000.000000, -0.841727, -0.596731, -0.439181, -0.557381, 0.957146, 26.500860, 26.279219, 25.590204
tha, 1970, 751759000.000000, -0.826566, -0.624302, -0.466390, -0.518691, 0.949091, 25.187963, 25.768169, 28.208216
tha, 1971, 854729000.000000, -0.852995, -0.643257, -0.462847, -0.431479, 0.942112, 22.902009, 21.751683, 25.752996
tha, 1972, 1133216000.000000, -0.778683, -0.580698, -0.449031, -0.256271, 1.057844, 20.104354, 17.329778, 20.221229
tha, 1973, 1516278000.000000, -0.636195, -0.456112, -0.450032, -0.219174, 1.289803, 14.115085, 11.375610, 19.575181
tha, 1974, 2615624000.000000, -0.512015, -0.293952, -0.439837, -0.026168, 1.703153, 10.885784, 10.723164, 12.425346
tha, 1975, 2426676000.000000, -0.510680, -0.309478, -0.458210, -0.041693, 1.714807, 10.953998, 9.889233, 16.714092
tha, 1976, 3175663000.000000, -0.484416, -0.336867, -0.431397, 0.139524, 1.633873, 6.084444, 4.960065, 12.409024
tha, 1977, 3858202000.000000, -0.403570, -0.318409, -0.397177, 0.223940, 1.811360, 7.253659, 6.426445, 12.228260
tha, 1978, 4281859000.000000, -0.269411, -0.269413, -0.357432, 0.281684, 2.295659, 4.351711, 4.929874, 4.383589
tha, 1979, 5712517000.000000, -0.199437, -0.155460, -0.257573, 0.396228, 2.669895, 7.880541, 8.087265, 6.131122
tha, 1980, 6826511000.000000, -0.178685, -0.029219, -0.271205, 0.385333, 3.113404, 4.213138, 5.830300, 6.147268
tha, 1981, 7223630000.000000, -0.152445, 0.022390, -0.273160, 0.366785, 3.484567, 1.949189, 3.752066, 1.505443
tha, 1982, 7336260000.000000, -0.174918, 0.040333, -0.290273, 0.368402, 3.723338, 1.633331, 4.177913, 3.028616
tha, 1983, 6690708000.000000, -0.322116, 0.032878, -0.362116, 0.318155, 4.056929, 0.648829, 4.634645, 3.826398
tha, 1984, 7453801772.000000, -0.021323, 0.275077, -0.266103, 0.487651, 6.074534, -5.398146, -3.588243, -1.327313
tha, 1985, 7356429465.000000, -0.053782, 0.325455, -0.306989, 0.434109, 6.826254, -7.263099, -4.060424, -3.618590
tha, 1986, 9097218795.000000, -0.196221, 0.304435, -0.319615, 0.416687, 7.502743, -5.480222, -0.675197, -1.364176
tha, 1987, 11499460631.000000, -0.165517, 0.328999, -0.226666, 0.436650, 7.593914, -7.517338, -1.348168, -1.891283
tha, 1988, 13397855678.000000, -0.059027, 0.379731, -0.167194, 0.624026, 7.690606, -1.473356, 3.785870, 3.017828
tha, 1989, 19268291657.000000, -0.058231, 0.447738, -0.104036, 0.648793, 8.407915, -3.835183, 2.085222, 4.073456
tha, 1990, 21916993191.000000, 0.028856, 0.514863, -0.051427, 0.651440, 9.432552, -1.740929, 4.884977, 3.376457
tha, 1991, 26600017388.000000, 0.059329, 0.601183, 0.021268, 0.675915, 11.482013, -5.370828, 3.724820, 1.254299
tha, 1992, 30425137524.000000, 0.181246, 0.712014, 0.174193, 0.736772, 17.161762, -13.205089, -7.689773, -7.566833
tha, 1993, 33397207118.000000, 0.140791, 0.748626, 0.293991, 0.775993, 17.583727, -12.451468, -6.544892, -6.844812
tha, 1994, 41059749260.000000, 0.114266, 0.783024, 0.385154, 0.800372, 18.105359, -12.946766, -6.111853, -6.823126
tha, 1995, 50644917742.000000, 0.134664, 0.828735, 0.339610, 0.769661, 19.129708, -12.991283, -6.672216, -8.446397
tha, 1996, 53321260843.000000, 0.085270, 0.808107, 0.353755, 0.763170, 17.447909, -12.694809, -5.097659, -7.481368
tha, 1997, 52646910764.000000, 0.170387, 0.800795, 0.421073, 0.787060, 16.433282, -12.703415, -5.453347, -7.586331
tha, 1998, 52646910764.000000, 0.144290, 0.764329, 0.404208, 0.786341, 16.251644, -12.831232, -5.766181, -7.078942
tha, 1999, 57172191880.000000, 0.249545, 0.777871, 0.429439, 0.791529, 16.803263, -12.495411, -5.613023, -8.459302
tha, 2000, 67128209413.000000, 0.371248, 0.823437, 0.484789, 0.824598, 18.252150, -11.709905, -6.094500, -9.422009
tha, 2001, 64067782742.000000, 0.393173, 0.862254, 0.564741, 0.884168, 18.427016, -11.478612, -5.426502, -9.127393
tha, 2002, 66925143851.000000, 0.435905, 0.877702, 0.494385, 0.848372, 18.541062, -10.588766, -4.397797, -9.007030
tha, 2003, 78605394619.000000, 0.418108, 0.865424, 0.459362, 0.826986, 17.830034, -10.678981, -4.731517, -9.830971
tha, 2004, 97642728291.000000, 0.446709, 0.879739, 0.639501, 0.911651, 17.788787, -11.484520, -4.877680, -11.611270
tha, 2005, 111099204052.000000, 0.463214, 0.890762, 0.592266, 0.876441, 17.816888, -10.757463, -5.123803, -10.789874
tha, 2006, 130326957931.000000, 0.433048, 0.917661, 0.571783, 0.842557, 17.785615, -9.869758, -4.974447, -9.852818
tha, 2007, 148118752875.000000, 0.491304, 0.928400, 0.652182, 0.861035, 17.387436, -9.036953, -4.830302, -9.737611
tha, 2008, 174177183479.000000, 0.510058, 0.943145, 0.652562, 0.842272, 17.636486, -9.003417, -3.940341, -9.871887
tha, 2009, 149765403074.000000, 0.606687, 0.938593, 0.627054, 0.812901, 17.606283, -8.365748, -4.565433, -11.164618
tha, 2010, 186564165927.000000, 0.736971, 0.989284, 0.851431, 0.891914, 19.203369, -8.828428, -4.594107, -11.769131
tha, 2011, 228823972691.000000, 0.870845, 1.018794, 0.949096, 0.933947, 18.328868, -8.546542, -7.086531, -12.727295
tha, 2012, 229544513253.000000, 0.964292, 1.012018, 0.976033, 0.945974, 18.608306, -8.541243, -6.356259, -13.568225
tha, 2013, 228527440414.000000, 0.877240, 0.964175, 0.976651, 0.763707, 12.374417, -5.221780, -2.431952, -9.293147
tha, 2014, 227572764090.000000, 0.955651, 0.961017, 1.106189, 0.857523, 13.589956, -3.072547, -1.345885, -5.022528
tkm, 1962, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1963, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1964, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1965, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1966, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1967, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1968, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1969, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1970, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1971, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1972, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1973, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1974, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1975, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1976, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1977, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1978, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1979, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1980, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1981, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1982, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1983, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1984, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1985, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1986, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1987, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1988, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1989, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1990, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1991, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 1992, 91956116.000000, -0.538120, -1.279322, -0.670814, -1.105452, 0.003457, 45.420987, 42.256340, 31.221848
tkm, 1993, 272768702.000000, -0.837310, -1.447939, -0.708946, -1.124721, 0.007699, 48.093342, 45.160804, 37.585603
tkm, 1994, 332822761.000000, -0.920734, -1.396873, -0.719391, -0.986885, 0.012464, 46.883619, 43.435746, 38.256847
tkm, 1995, 388973844.000000, -0.737921, -1.237941, -0.703483, -0.792051, 0.017704, 47.946394, 44.522599, 38.982005
tkm, 1996, 1850444875.000000, -0.795773, -1.249727, -0.782669, -1.465612, 0.037574, 52.731261, 49.939577, 42.579334
tkm, 1997, 300491591.000000, -0.613978, -1.074461, -0.775663, -1.055233, 0.038158, 52.306183, 49.361290, 44.015715
tkm, 1998, 300491591.000000, -0.792971, -1.066064, -0.785033, -1.194854, 0.030416, 50.012277, 46.705923, 41.407584
tkm, 1999, 906428540.000000, -0.815293, -0.615467, -0.766924, -0.964247, 0.033521, 46.204158, 43.811624, 39.541987
tkm, 2000, 1367136847.000000, -0.995334, -0.839755, -0.738114, -0.835792, 0.040780, 50.595411, 46.350492, 43.173922
tkm, 2001, 1982181886.000000, -1.114495, -0.982597, -0.771205, -1.139313, 0.037093, 52.039003, 49.283819, 45.595935
tkm, 2002, 2240992227.000000, -0.943435, -1.020421, -0.768889, -1.141026, 0.037052, 53.296218, 49.859144, 42.479970
tkm, 2003, 2357916136.000000, -0.952721, -1.045895, -0.787059, -1.278616, 0.030617, 54.155670, 51.033225, 44.101748
tkm, 2004, 3200861266.000000, -0.940244, -1.013103, -0.814745, -1.424351, 0.034054, 52.367345, 49.027440, 40.654675
tkm, 2005, 4339221264.000000, -0.915679, -0.975538, -0.795179, -1.150875, 0.033821, 50.768867, 47.651067, 38.387955
tkm, 2006, 4870464921.000000, -0.757745, -0.896638, -0.823937, -1.133650, 0.040525, 56.067239, 51.402123, 38.262145
tkm, 2007, 5718156463.000000, -0.917194, -0.998239, -0.855041, -1.250679, 0.040710, 55.745963, 51.434181, 44.748537
tkm, 2008, 8262828402.000000, -0.891974, -1.149882, -0.878010, -1.359180, 0.035928, 55.830099, 51.022661, 44.718892
tkm, 2009, 1958232577.000000, -0.806100, -1.226574, -0.893210, -1.196959, 0.035931, 54.564767, 49.331884, 44.009159
tkm, 2010, 2267612456.000000, -0.783954, -1.255775, -0.874838, -1.017951, 0.038613, 54.712363, 49.968829, 43.375918
tkm, 2011, NaN, -1.005925, -1.491273, -0.906741, -1.117699, 0.033183, 54.162824, 50.910965, 44.349376
tkm, 2012, NaN, -1.097880, -1.870092, -0.888034, -1.095983, 0.028234, 53.697638, 49.499004, 38.084258
tkm, 2013, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tkm, 2014, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tto, 1962, 222044000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tto, 1963, 286077000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tto, 1964, 281126000.000000, -0.368787, -0.387420, -0.404705, -1.047228, 0.199001, 57.879545, 51.509069, 27.885403
tto, 1965, 286386000.000000, -0.469977, -0.496116, -0.399741, -0.926078, 0.185412, 56.180649, 49.177049, 26.259844
tto, 1966, 310553000.000000, -0.279269, -0.452556, -0.420220, -0.767659, 0.188543, 53.982169, 48.527094, 35.626191
tto, 1967, 345939000.000000, -0.183314, -0.346799, -0.448502, -0.669911, 0.221203, 52.274180, 45.773951, 36.165597
tto, 1968, 457151000.000000, 0.019173, -0.096638, -0.439754, -0.490835, 0.359258, 53.880375, 47.808194, 24.787863
tto, 1969, 453045000.000000, 0.136406, -0.033533, -0.426126, -0.288562, 0.408872, 52.428501, 45.999296, 29.512101
tto, 1970, 483219000.000000, 0.013140, -0.078368, -0.466360, -0.518042, 0.399905, 50.196391, 43.803405, 32.625699
tto, 1971, 526892000.000000, 0.351749, -0.030874, -0.442570, -0.196650, 0.414965, 50.126492, 41.930966, 28.836707
tto, 1972, 563403000.000000, 0.441870, 0.012099, -0.452128, -0.289517, 0.489122, 52.608290, 45.050372, 25.676906
tto, 1973, 748757000.000000, 0.254467, 0.099800, -0.472975, -0.441973, 0.446574, 48.847440, 42.110060, 27.562234
tto, 1974, 1951620000.000000, 0.171132, 0.135855, -0.493637, -0.340526, 0.465142, 33.758549, 30.985879, 19.320136
tto, 1975, 1769918000.000000, -0.091113, 0.076335, -0.558687, -0.593142, 0.397702, 32.062640, 29.260205, 24.462150
tto, 1976, 2247739000.000000, -0.254482, 0.006461, -0.605201, -0.574594, 0.271881, 29.038218, 25.709458, 20.298589
tto, 1977, 2345235000.000000, -0.503068, -0.017895, -0.649795, -0.876057, 0.247651, 29.050672, 25.620929, 20.760416
tto, 1978, 2082411000.000000, -0.179923, 0.127041, -0.607829, -0.691915, 0.280420, 22.364021, 20.196182, 7.722009
tto, 1979, 2565026000.000000, -0.395649, 0.086571, -0.617806, -0.992510, 0.224731, 21.810481, 19.325403, 11.701483
tto, 1980, 3924156000.000000, -0.693578, 0.040620, -0.647015, -1.285482, 0.203822, 21.847876, 19.194315, 15.220893
tto, 1981, 4344286000.000000, -0.282267, -0.040356, -0.646609, -1.014420, 0.175623, 20.671924, 18.295664, 9.713443
tto, 1982, 3107800000.000000, -0.195771, 0.025014, -0.662363, -0.851009, 0.191041, 20.926232, 18.491413, 13.687798
tto, 1983, 2303620000.000000, -0.113493, 0.013479, -0.648084, -0.739660, 0.184762, 20.413809, 17.841050, 12.358412
tto, 1984, 1718773728.000000, -0.194203, -0.001284, -0.595591, -1.301289, 0.176294, 19.587875, 17.275783, 10.314690
tto, 1985, 1662175733.000000, -0.226116, -0.082652, -0.567099, -1.264186, 0.178132, 20.969893, 18.635764, 10.898362
tto, 1986, 1162758969.000000, 0.094595, -0.033140, -0.527826, -0.649823, 0.173668, 37.855621, 33.543840, 17.550560
tto, 1987, 1218433190.000000, -0.077639, -0.100217, -0.562150, -0.354424, 0.162512, 36.854912, 32.470277, 20.321984
tto, 1988, 1172402892.000000, -0.024489, -0.044587, -0.572420, -0.594211, 0.173081, 38.289772, 33.492998, 23.470751
tto, 1989, 1269136230.000000, 0.211330, -0.003436, -0.566299, -0.351593, 0.190571, 38.096124, 33.043986, 23.929049
tto, 1990, 1563004686.000000, 0.144432, 0.087906, -0.581381, -0.313088, 0.207812, 36.738727, 32.433689, 23.002874
tto, 1991, 1627057876.000000, 0.233970, 0.106758, -0.561528, -0.124822, 0.209984, 35.577107, 31.112545, 21.501542
tto, 1992, 1502001371.000000, 0.152904, 0.148724, -0.561431, -0.209312, 0.263288, 42.691199, 40.621584, 28.384618
tto, 1993, 1407176730.000000, 0.280493, 0.065037, -0.571757, -0.213342, 0.216862, 47.441597, 46.432178, 34.453534
tto, 1994, 1890976980.000000, 0.224247, -0.033756, -0.630510, -0.410634, 0.199998, 47.840059, 45.806504, 36.244079
tto, 1995, 1962466919.000000, -0.019194, -0.162281, -0.655753, -0.490068, 0.181053, 48.589469, 46.052899, 37.726952
tto, 1996, 1980234144.000000, 0.049676, -0.230182, -0.690327, -0.576904, 0.163289, 48.520607, 45.363020, 38.701442
tto, 1997, 2038000056.000000, 0.010630, -0.181039, -0.684411, -0.504077, 0.176825, 47.711500, 45.072871, 39.109982
tto, 1998, 2038000056.000000, 0.109600, -0.137932, -0.660422, -0.413599, 0.193223, 46.613183, 43.641636, 36.231189
tto, 1999, 2552692248.000000, 0.080107, -0.050213, -0.641147, -0.323238, 0.204825, 43.963509, 41.180501, 34.627609
tto, 2000, 3713700266.000000, -0.013316, -0.105005, -0.659523, -0.416798, 0.215295, 52.540820, 48.289234, 40.816397
tto, 2001, 3778265720.000000, 0.058879, -0.223686, -0.692341, -0.591189, 0.205941, 54.179226, 51.165678, 43.324823
tto, 2002, 3944934599.000000, 0.096957, -0.275926, -0.697940, -0.630293, 0.216914, 54.531923, 51.604172, 40.515643
tto, 2003, 6172804839.000000, 0.071435, -0.401549, -0.710854, -0.655787, 0.201353, 54.538544, 51.401606, 41.588593
tto, 2004, 7583679105.000000, 0.003869, -0.476203, -0.749542, -0.838936, 0.194053, 53.179562, 50.128031, 39.311792
tto, 2005, 10674698669.000000, 0.033114, -0.537779, -0.776603, -0.974437, 0.188118, 53.384808, 49.183688, 38.295496
tto, 2006, 12284995848.000000, -0.015152, -0.571938, -0.825996, -1.155607, 0.171977, 58.094130, 52.670119, 38.272862
tto, 2007, 13397627797.000000, -0.153895, -0.671511, -0.850649, -1.197667, 0.151105, 57.244340, 51.248414, 44.653550
tto, 2008, 17690920726.000000, -0.665608, -0.755854, -0.889009, -1.567130, 0.136454, 55.971289, 51.292518, 44.911699
tto, 2009, 10770736018.000000, -0.578275, -0.908159, -0.917315, -1.544814, 0.119344, 56.013557, 50.641026, 44.865458
tto, 2010, 12810076542.000000, -0.466174, -1.067472, -0.921043, -1.621797, 0.103586, 56.519328, 50.489524, 44.250061
tto, 2011, NaN, -0.567857, -1.433794, -0.977886, -1.990947, 0.069091, 57.382349, 52.134303, 45.948131
tto, 2012, NaN, -0.858712, -1.555554, -0.964451, -2.224758, 0.062388, 57.110599, 51.122680, 39.805372
tto, 2013, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tto, 2014, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tun, 1962, 191407000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tun, 1963, 205179000.000000, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
tun, 1964, 187679000.000000, -0.262712, -0.214031, -0.399000, -0.190064, 0.427562, 44.791983, 41.950675, 24.937790
tun, 1965, 175547000.000000, -0.258830, -0.301700, -0.389982, -0.025324, 0.386372, 43.745495, 40.140902, 23.306121
tun, 1966, 190304000.000000, -0.181228, -0.340066, -0.407381, -0.152204, 0.373828, 44.017848, 39.804836, 32.054461
tun, 1967, 187684000.000000, -0.299681, -0.346023, -0.433177, -0.224882, 0.346309, 41.052134, 36.752151, 32.032156
tun, 1968, 193582000.000000, -0.239807, -0.204233, -0.425019, -0.223459, 0.461921, 37.369571, 33.191838, 21.237271
tun, 1969, 169489000.000000, -0.084226, -0.123778, -0.408729, -0.081149, 0.476285, 36.089090, 31.723905, 24.039156
tun, 1970, 199436000.000000, -0.134677, -0.199981, -0.417604, 0.019324, 0.467060, 30.420522, 27.265414, 25.127575
tun, 1971, 245216000.000000, -0.214765, -0.194096, -0.430072, -0.096184, 0.436752, 29.605345, 24.861327, 23.324421
tun, 1972, 334431000.000000, -0.277761, -0.176467, -0.442166, -0.190578, 0.522531, 33.366959, 28.665226, 20.967151
tun, 1973, 400395000.000000, -0.191241, -0.103297, -0.444352, -0.176827, 0.511973, 31.383719, 27.242676, 22.081507
tun, 1974, 863960000.000000, -0.109595, -0.218523, -0.445999, -0.052710, 0.466892, 26.689605, 24.199966, 16.454010
tun, 1975, 865092000.000000, -0.026107, -0.183348, -0.498580, -0.199961, 0.470313, 27.852717, 24.852728, 21.190822
tun, 1976, 798391000.000000, -0.171232, -0.223970, -0.563304, -0.289288, 0.394794, 26.631406, 22.966745, 18.429430
tun, 1977, 932330000.000000, -0.242852, -0.311861, -0.587966, -0.324962, 0.342447, 25.638100, 21.278776, 18.081340
tun, 1978, 923059000.000000, -0.263188, -0.304327, -0.571288, -0.362207, 0.334771, 19.882101, 16.848956, 7.256444
tun, 1979, 1591045000.000000, -0.163192, -0.212760, -0.505065, -0.118052, 0.421095, 18.522653, 15.548024, 9.796750
tun, 1980, 2320575000.000000, -0.078853, 0.000959, -0.503560, -0.047593, 0.522631, 18.357567, 15.814164, 12.766445
tun, 1981, 1952325000.000000, -0.044769, -0.035629, -0.527026, -0.070189, 0.526521, 17.931642, 15.565388, 8.155147
tun, 1982, 1482002000.000000, 0.097075, -0.019275, -0.512367, 0.046894, 0.525667, 19.852645, 17.081088, 12.645858
tun, 1983, 1502205000.000000, 0.092105, 0.006162, -0.505528, 0.092805, 0.507200, 19.170865, 16.087346, 11.309637
tun, 1984, 1291510310.000000, 0.071816, 0.162411, -0.449948, 0.200879, 0.796288, 14.669489, 13.505419, 7.491585
tun, 1985, 1357250207.000000, 0.076952, 0.191663, -0.428012, 0.186236, 0.813519, 14.894365, 13.470031, 6.921965
tun, 1986, 1549274004.000000, 0.064443, 0.149486, -0.408022, 0.226465, 0.735977, 23.816357, 21.000036, 10.330705
